clade_name	SRR3950465_SRR3950465_db1.metaphlan	SRR3950469_SRR3950469_db1.metaphlan	SRR3950473_SRR3950473_db1.metaphlan	SRR3950478_SRR3950478_db1.metaphlan	SRR3950483_SRR3950483_db1.metaphlan	SRR3950487_SRR3950487_db1.metaphlan
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter	0.0	0.0	0.0	0.0	0.03377	0.00124
k__Bacteria|p__Firmicutes|c__CFGB8140|o__OFGB8140|f__FGB8140|g__GGB3755	0.0	0.0	0.0	0.0	0.03382	0.00847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3189	0.0	0.0	0.0	0.0	0.03469	0.01539
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.0	0.0	0.0	0.0	0.03545	0.01442
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984|g__GGB9347	0.0	0.0	0.0	0.0	0.03758	0.01993
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB2998	0.0	0.0	0.0	0.0	0.03769	0.054
k__Bacteria|p__Pseudomonadota|c__CFGB1061|o__OFGB1061|f__FGB1061|g__GGB33398	0.0	0.0	0.0	0.0	0.03941	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9819	0.0	0.0	0.0	0.0	0.04042	0.0
k__Bacteria|p__Firmicutes|c__CFGB10325|o__OFGB10325|f__FGB10325|g__GGB4669	0.0	0.0	0.0	0.0	0.04567	0.0
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB9290	0.0	0.0	0.0	0.0	0.04952	0.03123
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4585	0.0	0.0	0.0	0.0	0.04978	0.11011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3617	0.0	0.0	0.0	0.0	0.0506	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9080	0.0	0.0	0.0	0.0	0.05693	0.0
k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3146	0.0	0.0	0.0	0.0	0.06178	0.00333
k__Bacteria|p__Firmicutes|c__CFGB2936|o__OFGB2936|f__FGB2936|g__GGB9266	0.0	0.0	0.0	0.0	0.01571	0.14197
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	0.0	0.0	0.0	0.0	0.01583	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3626	0.0	0.0	0.0	0.0	0.01678	0.00216
k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3143	0.0	0.0	0.0	0.0	0.0168	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4558	0.0	0.0	0.0	0.0	0.01984	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4684	0.0	0.0	0.0	0.0	0.02051	0.25464
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9637	0.0	0.0	0.0	0.0	0.02223	0.02524
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3636	0.0	0.0	0.0	0.0	0.02229	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522	0.0	0.0	0.0	0.0	0.02269	0.00041
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4549	0.0	0.0	0.0	0.0	0.02497	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9603	0.0	0.0	0.0	0.0	0.02671	0.01404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jutongia	0.0	0.0	0.0	0.0	0.02701	0.07234
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636	0.0	0.0	0.0	0.0	0.0272	0.22433
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9082	0.0	0.0	0.0	0.0	0.02726	0.20253
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9606	0.0	0.0	0.0	0.0	0.02878	0.00412
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9677	0.0	0.0	0.0	0.0	0.03121	0.0097
k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB9258	0.0	0.0	0.0	0.0	0.00644	0.06758
k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4723	0.0	0.0	0.0	0.0	0.00649	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9697	0.0	0.0	0.0	0.0	0.00682	0.04358
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB140943	0.0	0.0	0.0	0.0	0.00716	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9760	0.0	0.0	0.0	0.0	0.00777	0.03801
k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331|f__FGB8331|g__GGB13357	0.0	0.0	0.0	0.0	0.0	0.00024
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB128325	0.0	0.0	0.0	0.0	0.0	0.00027
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9784	0.0	0.0	0.0	0.0	0.0	0.00028
k__Bacteria|p__Firmicutes|c__CFGB72814|o__OFGB72814|f__FGB72814|g__GGB101332	0.0	0.0	0.0	0.0	0.0	0.00032
k__Bacteria|p__Firmicutes|c__CFGB1289|o__OFGB1289|f__FGB1289|g__GGB3106	0.0	0.0	0.0	0.0	0.0	0.00039
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.00044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria	0.0	0.0	0.0	0.0	0.0	0.00069
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB42711	0.0	0.0	0.0	0.0	0.0	0.00075
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB36679	0.0	0.0	0.0	0.0	0.0	0.00084
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4584	0.0	0.0	0.0	0.0	0.0	0.00093
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9690	0.0	0.0	0.0	0.0	0.00808	0.00995
k__Bacteria|p__Firmicutes|c__CFGB77220|o__OFGB77220|f__FGB77220|g__GGB4769	0.0	0.0	0.0	0.0	0.00825	0.03045
k__Bacteria|p__Firmicutes|c__CFGB94728|o__OFGB94728|f__FGB94728|g__GGB9297	0.0	0.0	0.0	0.0	0.00839	0.04141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hominenteromicrobium	0.0	0.0	0.0	0.0	0.0088	0.00631
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4588	0.0	0.0	0.0	0.0	0.00905	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella	0.0	0.0	0.0	0.0	0.00931	0.02917
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9502	0.0	0.0	0.0	0.0	0.00934	0.02499
k__Bacteria|p__Firmicutes|c__CFGB94730|o__OFGB94730|f__FGB94730|g__GGB4750	0.0	0.0	0.0	0.0	0.0098	0.01744
k__Bacteria|p__Firmicutes|c__CFGB73185|o__OFGB73185|f__FGB73185|g__GGB9785	0.0	0.0	0.0	0.0	0.01214	0.0155
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9767	0.0	0.0	0.0	0.0	0.01283	0.01189
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315|f__FGB79315|g__GGB9766	0.0	0.0	0.0	0.0	0.01285	0.0195
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486|f__FGB84486|g__GGB3653	0.0	0.0	0.0	0.0	0.00267	0.00869
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB49375	0.0	0.0	0.0	0.0	0.00288	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pusillibacter	0.0	0.0	0.0	0.0	0.00307	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.0	0.0	0.0	0.0	0.00319	0.00038
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3627	0.0	0.0	0.0	0.0	0.00351	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9783	0.0	0.0	0.0	0.0	0.0	0.00551
k__Bacteria|p__Lentisphaerota|c__CFGB2378|o__OFGB2378|f__FGB2378|g__GGB6518	0.0	0.0	0.0	0.0	0.0	0.01598
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Maliibacteriaceae|g__GGB9778	0.0	0.0	0.0	0.0	0.0	0.0011
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4655	0.0	0.0	0.0	0.0	0.0	0.00112
k__Bacteria|p__Firmicutes|c__CFGB52309|o__OFGB52309|f__FGB52309|g__GGB53380	0.0	0.0	0.0	0.0	0.0	0.00157
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3286	0.0	0.0	0.0	0.0	0.0	0.00157
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9687	0.0	0.0	0.0	0.0	0.0	0.00159
k__Bacteria|p__Firmicutes|c__CFGB83270|o__OFGB83270|f__FGB83270|g__GGB142754	0.0	0.0	0.0	0.0	0.0	0.00184
k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB2958	0.0	0.0	0.0	0.0	0.0	0.0019
k__Bacteria|p__Firmicutes|c__CFGB78307|o__OFGB78307|f__FGB78307|g__GGB83605	0.0	0.0	0.0	0.0	0.0	0.00205
k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB13402	0.0	0.0	0.0	0.0	0.0	0.0025
k__Bacteria|p__Firmicutes|c__CFGB72728|o__OFGB72728|f__FGB72728|g__GGB74463	0.0	0.0	0.0	0.0	0.0	0.00258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9596	0.0	0.0	0.0	0.0	0.0	0.00291
k__Bacteria|p__Firmicutes|c__CFGB2921|o__OFGB2921|f__FGB2921|g__GGB9243	0.0	0.0	0.0	0.0	0.0	0.00395
k__Bacteria|p__Firmicutes|c__CFGB2997|o__OFGB2997|f__FGB2997|g__GGB9445	0.0	0.0	0.0	0.0	0.0	0.00408
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9591	0.0	0.0	0.0	0.0	0.0	0.00409
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9073	0.0	0.0	0.0	0.0	0.0	0.00437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9701	0.0	0.0	0.0	0.0	0.0	0.0265
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0.0	0.0	0.0	0.0	0.0	0.00605
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605|g__GGB141252	0.0	0.0	0.0	0.0	0.0	0.00632
k__Bacteria|p__Firmicutes|c__CFGB78699|o__OFGB78699|f__FGB78699|g__GGB49267	0.0	0.0	0.0	0.0	0.0	0.0071
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3351	0.0	0.0	0.0	0.0	0.0	0.00742
k__Bacteria|p__Firmicutes|c__CFGB4621|o__OFGB4621|f__FGB4621|g__GGB18336	0.0	0.0	0.0	0.0	0.0	0.00825
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4651	0.0	0.0	0.0	0.0	0.0	0.00926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9696	0.0	0.0	0.0	0.0	0.0	0.01003
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB31450	0.0	0.0	0.0	0.0	0.0	0.01012
k__Bacteria|p__Firmicutes|c__CFGB51793|o__OFGB51793|f__FGB51793|g__GGB3330	0.0	0.0	0.0	0.0	0.0	0.01156
k__Bacteria|p__Firmicutes|c__CFGB79152|o__OFGB79152|f__FGB79152|g__GGB4704	0.0	0.0	0.0	0.0	0.0	0.01182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB143455	0.0	0.0	0.0	0.0	0.0	0.01226
k__Bacteria|p__Firmicutes|c__CFGB58291|o__OFGB58291|f__FGB58291|g__GGB9263	0.0	0.0	0.0	0.0	0.0	0.01244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB52084	0.0	0.0	0.0	0.0	0.0	0.01269
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Qingrenia	0.0	0.0	0.0	0.0	0.0	0.01492
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB30337	0.0	0.0	0.0	0.0	0.0	0.01536
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB5988	0.0	0.0	0.0	0.0	0.0	0.07026
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4576	0.0	0.0	0.0	0.0	0.0	0.01607
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9673	0.0	0.0	0.0	0.0	0.0	0.01659
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4641	0.0	0.0	0.0	0.0	0.0	0.01877
k__Bacteria|p__Verrucomicrobiota|c__Opitutia|o__Puniceicoccales|f__Puniceicoccaceae|g__GGB6128	0.0	0.0	0.0	0.0	0.0	0.01966
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4591	0.0	0.0	0.0	0.0	0.0	0.01989
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253	0.0	0.0	0.0	0.0	0.0	0.02024
k__Bacteria|p__Firmicutes|c__CFGB6280|o__OFGB6280|f__FGB6280|g__GGB34391	0.0	0.0	0.0	0.0	0.0	0.02024
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4569	0.0	0.0	0.0	0.0	0.0	0.02071
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9279	0.0	0.0	0.0	0.0	0.0	0.02181
k__Bacteria|p__Firmicutes|c__CFGB94688|o__OFGB94688|f__FGB94688|g__GGB38791	0.0	0.0	0.0	0.0	0.0	0.02316
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4577	0.0	0.0	0.0	0.0	0.0	0.02334
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9061	0.0	0.0	0.0	0.0	0.0	0.02416
k__Bacteria|p__Firmicutes|c__CFGB2923|o__OFGB2923|f__FGB2923|g__GGB13390	0.0	0.0	0.0	0.0	0.0	0.02443
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4578	0.0	0.0	0.0	0.0	0.0	0.02458
k__Bacteria|p__Firmicutes|c__CFGB32310|o__OFGB32310|f__FGB32310|g__GGB32310	0.0	0.0	0.0	0.0	0.0	0.02464
k__Bacteria|p__Bacteroidota|c__CFGB671|o__OFGB671|f__FGB671|g__GGB1669	0.0	0.0	0.0	0.0	0.0	0.03239
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249	0.0	0.0	0.0	0.0	0.0	0.03262
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3320	0.0	0.0	0.0	0.0	0.0	0.03379
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4682	0.0	0.0	0.0	0.0	0.0	0.03443
k__Eukaryota|p__Eukaryota_unclassified|c__Bigyra|o__Opalinata|f__Blastocystidae|g__Blastocystis	0.0	0.0	0.0	0.0	0.0	0.03469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13494	0.0	0.0	0.0	0.0	0.0	0.0391
k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB9256	0.0	0.0	0.0	0.0	0.0	0.04124
k__Bacteria|p__Chloroflexota|c__CFGB94700|o__OFGB94700|f__FGB94700|g__GGB9288	0.0	0.0	0.0	0.0	0.0	0.04229
k__Bacteria|p__Firmicutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4718	0.0	0.0	0.0	0.0	0.0	0.04719
k__Bacteria|p__Verrucomicrobiota|c__Opitutia|o__Puniceicoccales|f__Puniceicoccaceae|g__GGB6127	0.0	0.0	0.0	0.0	0.0	0.04739
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9762	0.0	0.0	0.0	0.0	0.0	0.0542
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9774	0.0	0.0	0.0	0.0	0.0	0.06094
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4567	0.0	0.0	0.0	0.0	0.0	0.06552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3281	0.0	0.0	0.0	0.0	0.0	0.06694
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB18559	0.0	0.0	0.0	0.0	0.0	0.06942
k__Bacteria|p__Firmicutes|c__CFGB4617|o__OFGB4617|f__FGB4617|g__GGB13424	0.0	0.0	0.0	0.0	0.0	0.10696
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839|f__FGB2839|g__GGB9088	0.0	0.0	0.0	0.0	0.0	0.10826
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4639	0.0	0.0	0.0	0.0	0.0	0.11131
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4701	0.0	0.0	0.0	0.0	0.0	0.11227
k__Bacteria|p__Firmicutes|c__CFGB9345|o__OFGB9345|f__FGB9345|g__GGB9345	0.0	0.0	0.0	0.0	0.0	0.11471
k__Bacteria|p__Firmicutes|c__CFGB10309|o__OFGB10309|f__FGB10309|g__GGB4676	0.0	0.0	0.0	0.0	0.0	0.11481
k__Bacteria|p__Firmicutes|c__CFGB1763|o__OFGB1763|f__FGB1763|g__GGB27085	0.0	0.0	0.0	0.0	0.0	0.12881
k__Bacteria|p__Firmicutes|c__CFGB2889|o__OFGB2889|f__FGB2889|g__GGB9197	0.0	0.0	0.0	0.0	0.0	0.13561
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__GGB13147	0.0	0.0	0.0	0.0	0.0	0.14077
k__Bacteria|p__Pseudomonadota|c__CFGB2394|o__OFGB2394|f__FGB2394|g__GGB6544	0.0	0.0	0.0	0.0	0.0	0.14595
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123|f__FGB84123|g__GGB3139	0.0	0.0	0.0	0.0	0.0	0.14637
k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026|f__FGB3026|g__GGB100919	0.0	0.0	0.0	0.0	0.0	0.1773
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790	0.0	0.0	0.0	0.0	0.00353	0.00588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608	0.0	0.0	0.0	0.0	0.00374	0.00243
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Yeguiaceae|g__Yeguia	0.0	0.0	0.0	0.0	0.00375	0.00055
k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474|g__GGB115571	0.0	0.0	0.0	0.0	0.00388	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9079	0.0	0.0	0.0	0.0	0.00439	0.00915
k__Bacteria|p__Mycoplasmatota|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB13818	0.0	0.0	0.0	0.0	0.00475	0.0
k__Bacteria|p__Firmicutes|c__CFGB78465|o__OFGB78465|f__FGB78465|g__GGB33508	0.0	0.0	0.0	0.0	0.00485	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652	0.0	0.0	0.0	0.0	0.0049	0.0002
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9539	0.0	0.0	0.0	0.0	0.00528	0.0
k__Bacteria|p__Firmicutes|c__CFGB88483|o__OFGB88483|f__FGB88483|g__GGB9291	0.0	0.0	0.0	0.0	0.00558	0.02969
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB33665	0.0	0.0	0.0	0.0	0.00603	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter	0.0	0.0	0.0	0.0	0.00053	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6565	0.0	0.0	0.0	0.0	0.00055	0.00608
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3588	0.0	0.0	0.0	0.0	0.00069	0.0
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699	0.0	0.0	0.0	0.0	0.00072	0.21445
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Guopingia	0.0	0.0	0.0	0.0	0.00087	0.00057
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4683	0.0	0.0	0.0	0.0	0.0	0.07676
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB82668	0.0	0.0	0.0	0.0	0.0	0.08953
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3306	0.0	0.0	0.0	0.0	0.0	0.1026
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4700	0.0	0.0	0.0	0.0	0.0	0.10622
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB51318	0.0	0.0	0.0	0.0	0.00089	0.0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9302	0.0	0.0	0.0	0.0	0.00108	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB49418	0.0	0.0	0.0	0.0	0.00112	4e-05
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia	0.0	0.0	0.0	0.0	0.00123	0.00246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB100393	0.0	0.0	0.0	0.0	0.00124	0.00216
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4546	0.0	0.0	0.0	0.0	0.00155	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4550	0.0	0.0	0.0	0.0	0.00167	0.03679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	0.0	0.0	0.0	0.0	0.00178	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB99810	0.0	0.0	0.0	0.0	0.00207	0.0
k__Bacteria|p__Mycoplasmatota|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB4754	0.0	0.0	0.0	0.0	0.00237	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hominilimicola	0.0	0.0	0.0	0.0	0.00254	0.00038
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB119377	0.0	0.0	0.0	0.0	3e-05	3e-05
k__Bacteria|p__Firmicutes|c__CFGB59449|o__OFGB59449|f__FGB59449|g__GGB106	0.0	0.0	0.0	0.0	5e-05	0.00313
k__Bacteria|p__Firmicutes|c__CFGB78785|o__OFGB78785|f__FGB78785|g__GGB99724	0.0	0.0	0.0	0.0	0.00011	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster	0.0	0.0	0.0	0.0	0.00015	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jingyaoa	0.0	0.0	0.0	0.0	0.00027	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4671	0.0	0.0	0.0	0.0	0.00041	0.0
k__Bacteria|p__Firmicutes|c__CFGB79270|o__OFGB79270|f__FGB79270|g__GGB4706	0.0	0.0	0.0	0.0	0.00045	0.02407
