#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SRR3950474_SRR3950474_db1.metaphlan	SRR3950479_SRR3950479_db1.metaphlan	SRR3950484_SRR3950484_db1.metaphlan	SRR3950488_SRR3950488_db1.metaphlan
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_timonensis	0.0	0.0	0.00056	0.0079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0.0	0.0	0.00055	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9689|s__GGB9689_SGB15194	0.0	0.00161	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9606|s__GGB9606_SGB15038	0.0	0.0016	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15256	0.0	0.00157	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4586|s__GGB4586_SGB6344	0.0	0.00155	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3351|s__GGB3351_SGB4435	0.0	0.00148	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4507|o__OFGB4507|f__FGB4507|g__GGB55599|s__GGB55599_SGB76890	0.0	0.00148	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_hominis	0.0	0.00137	0.0	0.04488
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB13472|s__GGB13472_SGB15193	0.0	0.00132	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4419	0.0	0.00121	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.0	0.00115	0.0099	0.0
k__Bacteria|p__Firmicutes|c__CFGB94833|o__OFGB94833|f__FGB94833|g__GGB101072|s__GGB101072_SGB144111	0.0	0.00112	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9673|s__GGB9673_SGB15172	0.0	0.001	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB52309|o__OFGB52309|f__FGB52309|g__GGB53380|s__GGB53380_SGB74412	0.0	0.00257	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB38239|s__GGB38239_SGB47716	0.0	0.00251	0.0	0.01463
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15257	0.0	0.0025	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839|f__FGB2839|g__GGB9088|s__GGB9088_SGB14017	0.0	0.00248	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9607|s__GGB9607_SGB20792	0.0	0.00085	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9763|s__GGB9763_SGB15380	0.0	0.00083	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_segne	0.0	0.00077	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15086	0.0	0.00071	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3343|s__GGB3343_SGB4423	0.0	0.00069	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3626|s__GGB3626_SGB4905	0.0	0.00064	0.0	0.0036
k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623|f__FGB4623|g__GGB9525|s__GGB9525_SGB14925	0.0	0.00062	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oliverpabstia|s__Oliverpabstia_intestinalis	0.0	0.00061	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AM59_24XD	0.0	0.00061	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15097	0.0	0.00056	0.0	1.01964
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4682|s__GGB4682_SGB6472	0.0	0.00043	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321|s__GGB3321_SGB4395	0.0	0.0004	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB47174|s__GGB47174_SGB65105	0.0	0.00172	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis	0.0	0.00166	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.0	0.00164	0.0	8.80645
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica	0.0	0.00163	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_portuensis	0.0	0.0	0.59656	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brasiliensis	0.0	6.82309	0.72569	0.00783
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB6012|s__GGB6012_SGB8640	0.0	6.75351	0.0	0.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__GGB12503|s__GGB12503_SGB19436	0.0	2.99501	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Simiaoa|s__Simiaoa_sunii	0.0	2.78805	0.0	2.83374
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3281|s__GGB3281_SGB4335	0.0	0.88539	0.0	0.79803
k__Bacteria|p__Firmicutes|c__CFGB81848|o__OFGB81848|f__FGB81848|g__GGB3623|s__GGB3623_SGB4900	0.0	0.72987	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_aalborgi	0.0	0.69873	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1247|s__GGB1247_SGB1668	0.0	0.66181	0.03506	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sinica	0.0	0.56372	0.60103	0.00106
k__Bacteria|p__Firmicutes|c__CFGB4648|o__OFGB4648|f__FGB4648|g__GGB3303|s__GGB3303_SGB4364	0.0	0.51004	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9278|s__GGB9278_SGB14230	0.0	0.5059	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9607|s__GGB9607_SGB15040	0.0	0.46864	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123|f__FGB84123|g__GGB3142|s__GGB3142_SGB4155	0.0	0.38098	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia|o__Candidatus_Nanoperiomorbales|f__Candidatus_Nanoperiomorbaceae|g__GGB12768|s__GGB12768_SGB19806	0.0	0.37815	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15106	0.0	0.36534	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	0.0	0.34353	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1763|o__OFGB1763|f__FGB1763|g__GGB27085|s__GGB27085_SGB27357	0.0	0.33182	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2734|s__GGB2734_SGB3677	0.0	0.32891	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0.0	0.32458	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2924|o__OFGB2924|f__FGB2924|g__GGB9247|s__GGB9247_SGB14191	0.0	0.31462	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1148|s__GGB1148_SGB1475	0.0	2.21826	0.00037	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB5988|s__GGB5988_SGB8609	0.0	1.70699	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB6013|s__GGB6013_SGB8643	0.0	1.5666	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2229	0.0	1.51873	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB9059|s__GGB9059_SGB13976	0.0	1.26444	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3733|s__GGB3733_SGB5066	0.0	1.19695	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.0	1.16077	0.00044	1.55634
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida	0.0	0.93196	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4655|s__GGB4655_SGB6442	0.0	0.2006	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331|f__FGB8331|g__GGB74675|s__GGB74675_SGB48863	0.0	0.19976	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina|s__Sarcina_ventriculi	0.0	0.19129	0.0	0.0
k__Bacteria|p__Mycoplasmatota|c__CFGB94683|o__OFGB94683|f__FGB94683|g__GGB4768|s__GGB4768_SGB6601	0.0	0.19049	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eshraghiella|s__Eshraghiella_crossota	0.0	0.18503	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3649|s__GGB3649_SGB4958	0.0	0.1828	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	0.0	0.18205	0.0	0.03697
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15084	0.0	0.18189	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15236	0.0	0.46764	0.0	0.14315
k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405|f__FGB4405|g__GGB1266|s__GGB1266_SGB1699	0.0	0.44242	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix_SGB4886	0.0	0.4416	0.0	0.10437
k__Bacteria|p__Firmicutes|c__CFGB1777|o__OFGB1777|f__FGB1777|g__GGB4694|s__GGB4694_SGB6493	0.0	0.41643	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB5994|s__GGB5994_SGB8616	0.0	0.40898	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pectinovora	0.0	0.4072	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella_SGB1672	0.0	0.40118	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278|s__GGB3278_SGB4328	0.0	0.40043	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2923|o__OFGB2923|f__FGB2923|g__GGB13390|s__GGB13390_SGB14189	0.0	0.14964	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4684|s__GGB4684_SGB6478	0.0	0.14852	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331|f__FGB8331|g__GGB9066|s__GGB9066_SGB13985	0.0	0.14774	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6565|s__GGB6565_SGB9274	0.0	0.1366	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15101	0.0	0.13249	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_SGB15051	0.0	0.13197	0.0	0.39527
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9076|s__GGB9076_SGB13999	0.0	0.13064	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4552|s__GGB4552_SGB6276	0.0	0.12653	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3306|s__GGB3306_SGB4373	0.0	0.30541	0.0	0.0
k__Bacteria|p__Verrucomicrobiota|c__Opitutia|o__Puniceicoccales|f__Puniceicoccaceae|g__GGB6129|s__GGB6129_SGB8776	0.0	0.29383	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1093|s__GGB1093_SGB1404	0.0	0.26913	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9081|s__GGB9081_SGB14005	0.0	0.26095	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9095|s__GGB9095_SGB14026	0.0	0.25446	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__CFGB2378|o__OFGB2378|f__FGB2378|g__GGB6520|s__GGB6520_SGB9209	0.0	0.22146	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15100	0.0	0.20328	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wujia|s__Wujia_chipingensis	0.0	0.20137	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367	0.0	0.1121	0.0	0.45328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15103	0.0	0.11152	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932|g__GGB9261|s__GGB9261_SGB14209	0.0	0.10837	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9602|s__GGB9602_SGB15031	0.0	0.10494	0.0	0.02194
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15356	0.0	0.10266	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__Bacillota_unclassified|s__Bacillota_unclassified_SGB3983	0.0	0.10121	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brunsvicensis	0.0	0.09999	0.09657	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB4329	0.0	0.09861	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1243|s__GGB1243_SGB1663	0.0	0.17291	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6503	0.0	0.16494	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256|s__GGB3256_SGB4303	0.0	0.16352	0.0	0.05731
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_pilosicoli	0.0	0.16031	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1675	0.0	0.1575	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306	0.0	0.15694	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4641|s__GGB4641_SGB6420	0.0	0.15385	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79270|o__OFGB79270|f__FGB79270|g__GGB4707|s__GGB4707_SGB6517	0.0	0.15368	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10309|o__OFGB10309|f__FGB10309|g__GGB4676|s__GGB4676_SGB146335	0.0	0.08047	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984|g__GGB9347|s__GGB9347_SGB14313	0.0	0.07498	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB143497|s__GGB143497_SGB15224	0.0	0.07317	0.0	0.05037
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9715|s__GGB9715_SGB15266	0.0	0.07005	0.0	0.28798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9603|s__GGB9603_SGB15035	0.0	0.06947	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4702|s__GGB4702_SGB6509	0.0	0.06869	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15353	0.0	0.06801	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB143928|s__GGB143928_SGB6285	0.0	0.06637	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9279|s__GGB9279_SGB14232	0.0	0.12483	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3143|s__GGB3143_SGB4156	0.0	0.1233	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB94688|o__OFGB94688|f__FGB94688|g__GGB38791|s__GGB38791_SGB54368	0.0	0.12089	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9082|s__GGB9082_SGB14007	0.0	0.11954	0.0	0.03538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_MSJ_23	0.0	0.11907	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__CFGB2378|o__OFGB2378|f__FGB2378|g__GGB6518|s__GGB6518_SGB9205	0.0	0.11674	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB94730|o__OFGB94730|f__FGB94730|g__GGB4750|s__GGB4750_SGB6579	0.0	0.11457	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026|f__FGB3026|g__GGB100921|s__GGB100921_SGB14905	0.0	0.1129	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Qingrenia|s__Qingrenia_SGB4157	0.0	0.05677	0.0	0.0
k__Bacteria|p__Verrucomicrobiota|c__Opitutia|o__Puniceicoccales|f__Puniceicoccaceae|g__GGB6123|s__GGB6123_SGB8768	0.0	0.0558	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB13727|s__GGB13727_SGB8655	0.0	0.05519	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253|s__GGB9253_SGB14199	0.0	0.0527	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8140|o__OFGB8140|f__FGB8140|g__GGB3755|s__GGB3755_SGB5104	0.0	0.05259	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5116	0.0	0.05222	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612|s__GGB3612_SGB4881	0.0	0.05203	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_hattorii	0.0	0.05082	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13494|s__GGB13494_SGB74405	0.0	0.09825	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1777|o__OFGB1777|f__FGB1777|g__GGB4694|s__GGB4694_SGB6492	0.0	0.09678	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB88448|o__OFGB88448|f__FGB88448|g__GGB100390|s__GGB100390_SGB144469	0.0	0.09618	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9762|s__GGB9762_SGB15377	0.0	0.08925	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4559|s__GGB4559_SGB6293	0.0	0.08666	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3176|s__GGB3176_SGB4193	0.0	0.08444	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9072|s__GGB9072_SGB13993	0.0	0.08376	0.0	0.0
k__Bacteria|p__Chloroflexota|c__CFGB94700|o__OFGB94700|f__FGB94700|g__GGB9288|s__GGB9288_SGB14243	0.0	0.08363	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3146|s__GGB3146_SGB4159	0.0	0.04154	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1246|s__GGB1246_SGB1667	0.0	0.04143	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB6013|s__GGB6013_SGB8642	0.0	0.04055	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_SGB6805	0.0	0.04042	0.01967	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0.0	0.03977	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB6013|s__GGB6013_SGB8644	0.0	0.0382	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_zhanii	0.0	0.03775	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_AM53_6	0.0	0.03744	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB9172|s__GGB9172_SGB14110	0.0	0.06553	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_champanellensis	0.0	0.06518	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9093|s__GGB9093_SGB14023	0.0	0.06416	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2924|o__OFGB2924|f__FGB2924|g__GGB143676|s__GGB143676_SGB14190	0.0	0.06269	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB4949	0.0	0.06259	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	0.0	0.05755	0.0	0.0
